"單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"守望相助隊觀摩參訪活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"社區會員教育訓練暨文康活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無"
"環境教育觀摩活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","南陽堂葉姓宗親會","無","無"
"綠色節能體驗宣導暨會員聯誼活動","新竹縣","30","30","社政業務-推行社運工作-獎補助費","原鄉客家文化協會","無","無"
"新工分會防火宣導觀摩研習活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","婦女防火防災宣導協會","無","無"
"會員大會暨消防講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","莊姓宗親會","無","無"
"民防第二中隊春安工作檢討會活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","義警民防協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"會員大會暨防火宣導活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"交通安全講座暨會員大會活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長青老人會","無","無"
"長壽俱樂部會員大會暨老人健康檢查活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","德盛社區發展協會","無","無"
"交通安全講座暨會員大會活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長青老人會","無","無"
"綠色節能體驗宣導暨會員聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","原鄉客家文化協會","無","無"
"守望相助隊觀摩參訪活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"信勢社區長壽會自然環境休閒空間體驗活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","信勢社區發展協會","無","無"
"湖口分會會員大會暨衛生健康講座活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","公教退休人員協會","無","無"
"樂齡盃才藝表演活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","知心會","無","無"
"客家三大調組曲比賽活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","客家民謠研進會","無","無"
"文化觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","婦女聯盟","無","無"
"健康保健講座暨會員大會活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","和興養生協會","無","無"
"會員愛地球、護環境宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","彭姓宗親會","無","無"
"民防第二中隊春安工作檢討會活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","義警民防協會","無","無"
"長壽俱樂部環境教育宣導暨社區觀摩活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","上坑社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"重興村村鄰長暨村民觀摩文康活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","新豐鄉公所","無","無"
"文化觀摩參訪活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","長春福德宮發展協會","無","無"
"節能減碳宣導暨文化觀摩參訪活動","新豐鄉","30","30","社政業務-推行社運工作-獎補助費","後湖社區發展協會","無","無"
"長壽俱樂部台中台南社區文化參訪活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","松柏社區發展協會","無","無"
"長壽俱樂部文化觀摩研討活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","埔和社區發展協會","無","無"
"節能減碳、綠能悠活宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","徐姓宗親會","無","無"
"環保志工參訪暨觀摩活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","後湖社區發展協會","無","無"
"新豐村辦公處村民社區觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","新豐鄉公所","無","無"
"環保志工隊觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","上坑社區發展協會","無","無"
"長壽俱樂部台中台南社區文化參訪活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","松柏社區發展協會","無","無"
"志工服務團隊自然生態環境教育宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","山崎社區發展協會","無","無"
"會員大會暨消防安全居家照護講座活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","坪頂屋福德宮發展協會","無","無"
"認識中草藥養生講座觀摩活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","坪頂屋福德宮發展協會","無","無"
"長壽俱樂部文化觀摩研討活動","新豐鄉","30","30","社政業務-推行社運工作-獎補助費","埔和社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"高雄市三民社區環保教育觀摩活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","愛心志工協會","無","無"
"長壽俱樂部歡喜串門逗鬧暨衛教宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","上瑞社區發展協會","無","無"
"竹東區慢速壘球聯賽活動","竹東鎮","15","15","社政業務-推行社運工作-獎補助費","慢速壘球協會","無","無"
"環保志工地方文化觀摩節能義碳環保資源回收宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","南華社區發展協會","無","無"
"客曲迎桐花音樂會活動","竹東鎮","90","90","社政業務-推行社運工作-獎補助費","樹杞林客家文化協會","無","無"
"臨時大會暨生命救護宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","八二三戰役戰友協會","無","無"
"長壽俱樂部歡喜串門逗鬧暨衛教宣導活動","竹東鎮","6","6","社政業務-推行社運工作-獎補助費","上瑞社區發展協會","無","無"
"會員大會暨消防宣導活動","新竹縣","8","8","社政業務-推行社運工作-獎補助費","機車商業同業公會","無","無"
"身心障礙者、心靈、生態、環保親子聯誼文化交流活動","新竹縣","6","6","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣身心障礙者扶助協","無","無"
"會員大會暨衛教宣導活動","寶山鄉","20","20","社政業務-推行社運工作-獎補助費","山湖社區發展協會","無","無"
"媽媽教室中式麵食實作教學活動","寶山鄉","20","20","社政業務-推行社運工作-獎補助費","寶斗社區發展協會","無","無"
"會員研習參訪活動","寶山鄉","30","30","社政業務-推行社運工作-獎補助費","寶斗社區發展協會","無","無"
"寶山義消分隊救災研習暨環保生態參訪活動","新竹縣","50","50","社政業務-推行社運工作-獎補助費","消防局","無","無"
"長壽俱樂部知性學習之旅暨觀摩嘉義縣竹崎鄉紫雲社區活動","寶山鄉","20","20","社政業務-推行社運工作-獎補助費","深井社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"會員大會暨老人之飲食講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"中華民國老人福利協進會新竹縣北埔鄉支會"
"無","無"
"節能減碳、環保政令宣導暨成軍十二週年慶活動","北埔鄉","10","10","社政業務-推行社運工作-獎補助費","聯合社區巡守協會","無","無"
"會員大會暨健康講座活動","竹北市","15","15","社政業務-推行社運工作-獎補助費","愛馬協會","無","無"
"會員大會暨健行淨山親子教育政令宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","胡姓宗親會","無","無"
"自強活動暨食品安全教育觀摩活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","湖鏡社區發展協會","無","無"
"衛生講座暨會員大會活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","清水社區發展協會","無","無"
"竹北分會交通安全宣導暨友會聯誼活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","劉姓宗親會","無","無"
"會員大會暨消防講座活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","莊姓宗親會","無","無"
"環保研習活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","和樂文康協會","無","無"
"防溺宣導暨會員大會活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","水上救生協會","無","無"
"社區社教公益活動推展暨觀摩學習活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","古姓宗親會","無","無"
"會員大會暨社會福利資源講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣智障福利協進會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"端午佳節慶團圓暨糖尿病衛生教育講座宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
